Image Nmae,Airspeed Value
2621_test.mp4.jpeg,142.0
1643_test.mp4.jpeg,102.0
2578_test.mp4.jpeg,141.0
2946_test.mp4.jpeg,138.0
1701_test.mp4.jpeg,105.0
1298_test.mp4.jpeg,119.0
1716_test.mp4.jpeg,107.0
498_test.mp4.jpeg,97.0
3042_test.mp4.jpeg,81.0
915_test.mp4.jpeg,104.0
1337_test.mp4.jpeg,96.0
395_test.mp4.jpeg,118.0
863_test.mp4.jpeg,105.0
2469_test.mp4.jpeg,139.0
1555_test.mp4.jpeg,111.0
1858_test.mp4.jpeg,103.0
492_test.mp4.jpeg,111.0
2477_test.mp4.jpeg,139.0
2461_test.mp4.jpeg,140.0
1502_test.mp4.jpeg,102.0
1809_test.mp4.jpeg,110.0
1044_test.mp4.jpeg,109.0
1037_test.mp4.jpeg,106.0
700_test.mp4.jpeg,77.0
2561_test.mp4.jpeg,141.0
2349_test.mp4.jpeg,142.0
1927_test.mp4.jpeg,99.0
669_test.mp4.jpeg,90.0
2808_test.mp4.jpeg,140.0
394_test.mp4.jpeg,119.0
2564_test.mp4.jpeg,137.0
2142_test.mp4.jpeg,143.0
2056_test.mp4.jpeg,103.0
242_test.mp4.jpeg,143.0
1376_test.mp4.jpeg,109.0
798_test.mp4.jpeg,71.0
1402_test.mp4.jpeg,103.0
2644_test.mp4.jpeg,141.0
549_test.mp4.jpeg,86.0
2045_test.mp4.jpeg,105.0
1965_test.mp4.jpeg,109.0
1091_test.mp4.jpeg,114.0
1931_test.mp4.jpeg,100.0
421_test.mp4.jpeg,101.0
924_test.mp4.jpeg,103.0
2332_test.mp4.jpeg,141.0
2715_test.mp4.jpeg,128.0
1659_test.mp4.jpeg,107.0
1733_test.mp4.jpeg,108.0
2158_test.mp4.jpeg,140.0
867_test.mp4.jpeg,104.0
1241_test.mp4.jpeg,110.0
1719_test.mp4.jpeg,108.0
1090_test.mp4.jpeg,113.0
2279_test.mp4.jpeg,139.0
2224_test.mp4.jpeg,139.0
1423_test.mp4.jpeg,106.0
2008_test.mp4.jpeg,105.0
2916_test.mp4.jpeg,138.0
2663_test.mp4.jpeg,140.0
2295_test.mp4.jpeg,136.0
2652_test.mp4.jpeg,139.0
379_test.mp4.jpeg,116.0
1370_test.mp4.jpeg,106.0
2729_test.mp4.jpeg,130.0
2412_test.mp4.jpeg,142.0
268_test.mp4.jpeg,138.0
334_test.mp4.jpeg,117.0
1540_test.mp4.jpeg,102.0
3152_test.mp4.jpeg,48.0
2300_test.mp4.jpeg,140.0
405_test.mp4.jpeg,109.0
2336_test.mp4.jpeg,142.0
699_test.mp4.jpeg,77.0
1688_test.mp4.jpeg,107.0
1339_test.mp4.jpeg,97.0
1990_test.mp4.jpeg,88.0
214_test.mp4.jpeg,143.0
1982_test.mp4.jpeg,96.0
851_test.mp4.jpeg,104.0
1773_test.mp4.jpeg,109.0
1296_test.mp4.jpeg,118.0
809_test.mp4.jpeg,93.0
3026_test.mp4.jpeg,90.0
993_test.mp4.jpeg,102.0
1075_test.mp4.jpeg,111.0
2967_test.mp4.jpeg,123.0
1618_test.mp4.jpeg,104.0
2358_test.mp4.jpeg,139.0
1792_test.mp4.jpeg,110.0
410_test.mp4.jpeg,108.0
2555_test.mp4.jpeg,140.0
2888_test.mp4.jpeg,137.0
2153_test.mp4.jpeg,142.0
1717_test.mp4.jpeg,107.0
305_test.mp4.jpeg,117.0
2540_test.mp4.jpeg,140.0
1128_test.mp4.jpeg,114.0
2877_test.mp4.jpeg,139.0
2986_test.mp4.jpeg,125.0
363_test.mp4.jpeg,119.0
971_test.mp4.jpeg,100.0
1287_test.mp4.jpeg,118.0
1315_test.mp4.jpeg,105.0
2156_test.mp4.jpeg,142.0
2672_test.mp4.jpeg,140.0
220_test.mp4.jpeg,144.0
152_test.mp4.jpeg,141.0
463_test.mp4.jpeg,93.0
390_test.mp4.jpeg,118.0
1761_test.mp4.jpeg,107.0
487_test.mp4.jpeg,117.0
1378_test.mp4.jpeg,109.0
2127_test.mp4.jpeg,139.0
1747_test.mp4.jpeg,106.0
2526_test.mp4.jpeg,138.0
522_test.mp4.jpeg,82.0
810_test.mp4.jpeg,95.0
1597_test.mp4.jpeg,110.0
2283_test.mp4.jpeg,135.0
2033_test.mp4.jpeg,110.0
115_test.mp4.jpeg,142.0
866_test.mp4.jpeg,103.0
1178_test.mp4.jpeg,110.0
1890_test.mp4.jpeg,101.0
342_test.mp4.jpeg,118.0
543_test.mp4.jpeg,86.0
2948_test.mp4.jpeg,139.0
2880_test.mp4.jpeg,137.0
2534_test.mp4.jpeg,142.0
443_test.mp4.jpeg,88.0
984_test.mp4.jpeg,97.0
2423_test.mp4.jpeg,142.0
401_test.mp4.jpeg,113.0
344_test.mp4.jpeg,118.0
3059_test.mp4.jpeg,60.0
876_test.mp4.jpeg,108.0
1050_test.mp4.jpeg,108.0
821_test.mp4.jpeg,94.0
2115_test.mp4.jpeg,137.0
2510_test.mp4.jpeg,139.0
2434_test.mp4.jpeg,141.0
2226_test.mp4.jpeg,140.0
2841_test.mp4.jpeg,142.0
76_test.mp4.jpeg,141.0
2951_test.mp4.jpeg,136.0
252_test.mp4.jpeg,143.0
1430_test.mp4.jpeg,107.0
1187_test.mp4.jpeg,109.0
1129_test.mp4.jpeg,115.0
1879_test.mp4.jpeg,98.0
1169_test.mp4.jpeg,108.0
1952_test.mp4.jpeg,105.0
2638_test.mp4.jpeg,141.0
2891_test.mp4.jpeg,139.0
910_test.mp4.jpeg,99.0
3083_test.mp4.jpeg,45.0
1981_test.mp4.jpeg,97.0
1459_test.mp4.jpeg,106.0
1082_test.mp4.jpeg,113.0
1922_test.mp4.jpeg,100.0
2311_test.mp4.jpeg,142.0
59_test.mp4.jpeg,142.0
77_test.mp4.jpeg,142.0
891_test.mp4.jpeg,98.0
2839_test.mp4.jpeg,142.0
2104_test.mp4.jpeg,142.0
2458_test.mp4.jpeg,137.0
1072_test.mp4.jpeg,110.0
112_test.mp4.jpeg,142.0
2503_test.mp4.jpeg,144.0
2028_test.mp4.jpeg,105.0
877_test.mp4.jpeg,107.0
1049_test.mp4.jpeg,108.0
527_test.mp4.jpeg,84.0
100_test.mp4.jpeg,142.0
1883_test.mp4.jpeg,99.0
2917_test.mp4.jpeg,138.0
985_test.mp4.jpeg,96.0
412_test.mp4.jpeg,108.0
1671_test.mp4.jpeg,102.0
1385_test.mp4.jpeg,108.0
2131_test.mp4.jpeg,141.0
241_test.mp4.jpeg,143.0
1471_test.mp4.jpeg,104.0
1140_test.mp4.jpeg,110.0
2188_test.mp4.jpeg,137.0
2857_test.mp4.jpeg,139.0
962_test.mp4.jpeg,95.0
1057_test.mp4.jpeg,108.0
599_test.mp4.jpeg,71.0
2836_test.mp4.jpeg,142.0
1869_test.mp4.jpeg,100.0
1998_test.mp4.jpeg,101.0
470_test.mp4.jpeg,108.0
1497_test.mp4.jpeg,100.0
448_test.mp4.jpeg,84.0
156_test.mp4.jpeg,142.0
652_test.mp4.jpeg,98.0
831_test.mp4.jpeg,96.0
655_test.mp4.jpeg,98.0
2197_test.mp4.jpeg,143.0
2376_test.mp4.jpeg,141.0
2590_test.mp4.jpeg,142.0
1762_test.mp4.jpeg,109.0
1201_test.mp4.jpeg,112.0
2882_test.mp4.jpeg,134.0
2515_test.mp4.jpeg,141.0
1132_test.mp4.jpeg,111.0
1654_test.mp4.jpeg,104.0
748_test.mp4.jpeg,62.0
1368_test.mp4.jpeg,103.0
210_test.mp4.jpeg,143.0
530_test.mp4.jpeg,85.0
2721_test.mp4.jpeg,130.0
1099_test.mp4.jpeg,117.0
1615_test.mp4.jpeg,100.0
870_test.mp4.jpeg,104.0
836_test.mp4.jpeg,97.0
1097_test.mp4.jpeg,116.0
2617_test.mp4.jpeg,140.0
905_test.mp4.jpeg,98.0
1996_test.mp4.jpeg,99.0
1458_test.mp4.jpeg,106.0
2636_test.mp4.jpeg,140.0
2920_test.mp4.jpeg,137.0
1519_test.mp4.jpeg,107.0
1797_test.mp4.jpeg,110.0
247_test.mp4.jpeg,143.0
3010_test.mp4.jpeg,115.0
2979_test.mp4.jpeg,128.0
529_test.mp4.jpeg,85.0
1302_test.mp4.jpeg,119.0
2737_test.mp4.jpeg,130.0
2330_test.mp4.jpeg,139.0
2091_test.mp4.jpeg,138.0
957_test.mp4.jpeg,99.0
978_test.mp4.jpeg,103.0
347_test.mp4.jpeg,118.0
2581_test.mp4.jpeg,141.0
944_test.mp4.jpeg,98.0
2447_test.mp4.jpeg,142.0
1532_test.mp4.jpeg,101.0
1871_test.mp4.jpeg,99.0
106_test.mp4.jpeg,142.0
1475_test.mp4.jpeg,104.0
1635_test.mp4.jpeg,100.0
1800_test.mp4.jpeg,111.0
931_test.mp4.jpeg,104.0
707_test.mp4.jpeg,81.0
1553_test.mp4.jpeg,111.0
190_test.mp4.jpeg,143.0
1517_test.mp4.jpeg,106.0
1917_test.mp4.jpeg,96.0
966_test.mp4.jpeg,95.0
2019_test.mp4.jpeg,105.0
3159_test.mp4.jpeg,59.0
391_test.mp4.jpeg,118.0
1658_test.mp4.jpeg,105.0
2419_test.mp4.jpeg,140.0
649_test.mp4.jpeg,97.0
2499_test.mp4.jpeg,139.0
366_test.mp4.jpeg,118.0
2068_test.mp4.jpeg,114.0
907_test.mp4.jpeg,100.0
1509_test.mp4.jpeg,101.0
1101_test.mp4.jpeg,116.0
3055_test.mp4.jpeg,64.0
596_test.mp4.jpeg,72.0
2260_test.mp4.jpeg,141.0
2410_test.mp4.jpeg,140.0
2258_test.mp4.jpeg,142.0
465_test.mp4.jpeg,98.0
1347_test.mp4.jpeg,96.0
2799_test.mp4.jpeg,141.0
591_test.mp4.jpeg,75.0
1669_test.mp4.jpeg,101.0
2371_test.mp4.jpeg,141.0
2162_test.mp4.jpeg,139.0
1572_test.mp4.jpeg,106.0
2716_test.mp4.jpeg,128.0
749_test.mp4.jpeg,62.0
658_test.mp4.jpeg,96.0
584_test.mp4.jpeg,79.0
811_test.mp4.jpeg,95.0
320_test.mp4.jpeg,119.0
1411_test.mp4.jpeg,105.0
560_test.mp4.jpeg,81.0
3017_test.mp4.jpeg,103.0
1724_test.mp4.jpeg,110.0
702_test.mp4.jpeg,79.0
693_test.mp4.jpeg,81.0
1566_test.mp4.jpeg,108.0
3_test.mp4.jpeg,141.0
1897_test.mp4.jpeg,97.0
2130_test.mp4.jpeg,139.0
2473_test.mp4.jpeg,138.0
1721_test.mp4.jpeg,109.0
2616_test.mp4.jpeg,141.0
1327_test.mp4.jpeg,97.0
796_test.mp4.jpeg,62.0
2618_test.mp4.jpeg,139.0
2514_test.mp4.jpeg,143.0
1465_test.mp4.jpeg,103.0
2805_test.mp4.jpeg,141.0
2107_test.mp4.jpeg,139.0
2537_test.mp4.jpeg,141.0
709_test.mp4.jpeg,81.0
2450_test.mp4.jpeg,141.0
725_test.mp4.jpeg,74.0
402_test.mp4.jpeg,113.0
1267_test.mp4.jpeg,119.0
3084_test.mp4.jpeg,42.0
686_test.mp4.jpeg,84.0
303_test.mp4.jpeg,117.0
2557_test.mp4.jpeg,141.0
953_test.mp4.jpeg,92.0
2200_test.mp4.jpeg,142.0
928_test.mp4.jpeg,102.0
2562_test.mp4.jpeg,141.0
1355_test.mp4.jpeg,96.0
918_test.mp4.jpeg,106.0
906_test.mp4.jpeg,99.0
1766_test.mp4.jpeg,109.0
2697_test.mp4.jpeg,139.0
157_test.mp4.jpeg,142.0
1907_test.mp4.jpeg,95.0
1068_test.mp4.jpeg,105.0
2858_test.mp4.jpeg,141.0
1170_test.mp4.jpeg,109.0
1966_test.mp4.jpeg,108.0
2459_test.mp4.jpeg,138.0
2586_test.mp4.jpeg,139.0
1484_test.mp4.jpeg,105.0
2437_test.mp4.jpeg,138.0
1213_test.mp4.jpeg,112.0
1064_test.mp4.jpeg,107.0
285_test.mp4.jpeg,139.0
257_test.mp4.jpeg,143.0
2580_test.mp4.jpeg,141.0
179_test.mp4.jpeg,141.0
2175_test.mp4.jpeg,137.0
2296_test.mp4.jpeg,135.0
1464_test.mp4.jpeg,104.0
3082_test.mp4.jpeg,47.0
1012_test.mp4.jpeg,94.0
178_test.mp4.jpeg,142.0
467_test.mp4.jpeg,102.0
1525_test.mp4.jpeg,103.0
626_test.mp4.jpeg,71.0
2448_test.mp4.jpeg,142.0
3000_test.mp4.jpeg,122.0
1765_test.mp4.jpeg,109.0
237_test.mp4.jpeg,143.0
2067_test.mp4.jpeg,113.0
1573_test.mp4.jpeg,105.0
226_test.mp4.jpeg,142.0
331_test.mp4.jpeg,117.0
3086_test.mp4.jpeg,41.0
855_test.mp4.jpeg,103.0
2035_test.mp4.jpeg,108.0
191_test.mp4.jpeg,143.0
2571_test.mp4.jpeg,141.0
19_test.mp4.jpeg,142.0
452_test.mp4.jpeg,85.0
734_test.mp4.jpeg,69.0
1648_test.mp4.jpeg,102.0
1830_test.mp4.jpeg,104.0
3025_test.mp4.jpeg,94.0
597_test.mp4.jpeg,72.0
1822_test.mp4.jpeg,107.0
1974_test.mp4.jpeg,98.0
1706_test.mp4.jpeg,106.0
206_test.mp4.jpeg,143.0
141_test.mp4.jpeg,142.0
3051_test.mp4.jpeg,70.0
2191_test.mp4.jpeg,139.0
1732_test.mp4.jpeg,109.0
2393_test.mp4.jpeg,140.0
2747_test.mp4.jpeg,130.0
850_test.mp4.jpeg,105.0
1415_test.mp4.jpeg,104.0
2699_test.mp4.jpeg,140.0
963_test.mp4.jpeg,95.0
1358_test.mp4.jpeg,95.0
583_test.mp4.jpeg,79.0
1665_test.mp4.jpeg,104.0
2843_test.mp4.jpeg,142.0
1318_test.mp4.jpeg,102.0
69_test.mp4.jpeg,141.0
1496_test.mp4.jpeg,102.0
159_test.mp4.jpeg,142.0
2513_test.mp4.jpeg,141.0
1332_test.mp4.jpeg,97.0
3037_test.mp4.jpeg,81.0
1759_test.mp4.jpeg,108.0
1878_test.mp4.jpeg,97.0
169_test.mp4.jpeg,141.0
264_test.mp4.jpeg,138.0
31_test.mp4.jpeg,140.0
1944_test.mp4.jpeg,105.0
2385_test.mp4.jpeg,141.0
2391_test.mp4.jpeg,142.0
925_test.mp4.jpeg,102.0
841_test.mp4.jpeg,100.0
2038_test.mp4.jpeg,107.0
2660_test.mp4.jpeg,139.0
1915_test.mp4.jpeg,95.0
2251_test.mp4.jpeg,144.0
1971_test.mp4.jpeg,102.0
2362_test.mp4.jpeg,141.0
1202_test.mp4.jpeg,112.0
947_test.mp4.jpeg,96.0
1904_test.mp4.jpeg,94.0
986_test.mp4.jpeg,96.0
1313_test.mp4.jpeg,106.0
1252_test.mp4.jpeg,112.0
982_test.mp4.jpeg,101.0
1584_test.mp4.jpeg,106.0
3018_test.mp4.jpeg,102.0
997_test.mp4.jpeg,102.0
269_test.mp4.jpeg,138.0
2167_test.mp4.jpeg,140.0
2113_test.mp4.jpeg,138.0
238_test.mp4.jpeg,142.0
2214_test.mp4.jpeg,139.0
2538_test.mp4.jpeg,143.0
1237_test.mp4.jpeg,109.0
1022_test.mp4.jpeg,97.0
645_test.mp4.jpeg,95.0
1030_test.mp4.jpeg,99.0
2286_test.mp4.jpeg,133.0
1885_test.mp4.jpeg,100.0
913_test.mp4.jpeg,103.0
2411_test.mp4.jpeg,141.0
2470_test.mp4.jpeg,138.0
2921_test.mp4.jpeg,138.0
604_test.mp4.jpeg,68.0
1864_test.mp4.jpeg,102.0
1888_test.mp4.jpeg,101.0
2496_test.mp4.jpeg,139.0
1920_test.mp4.jpeg,98.0
1617_test.mp4.jpeg,103.0
678_test.mp4.jpeg,86.0
2320_test.mp4.jpeg,143.0
1817_test.mp4.jpeg,108.0
1116_test.mp4.jpeg,117.0
1186_test.mp4.jpeg,109.0
695_test.mp4.jpeg,79.0
2598_test.mp4.jpeg,140.0
2081_test.mp4.jpeg,135.0
920_test.mp4.jpeg,105.0
2100_test.mp4.jpeg,141.0
1894_test.mp4.jpeg,98.0
722_test.mp4.jpeg,77.0
3164_test.mp4.jpeg,44.0
2140_test.mp4.jpeg,142.0
1861_test.mp4.jpeg,103.0
2396_test.mp4.jpeg,140.0
2337_test.mp4.jpeg,141.0
1880_test.mp4.jpeg,98.0
1789_test.mp4.jpeg,108.0
1234_test.mp4.jpeg,107.0
523_test.mp4.jpeg,83.0
1691_test.mp4.jpeg,106.0
2530_test.mp4.jpeg,140.0
1803_test.mp4.jpeg,111.0
445_test.mp4.jpeg,86.0
2817_test.mp4.jpeg,143.0
1086_test.mp4.jpeg,113.0
2844_test.mp4.jpeg,141.0
1725_test.mp4.jpeg,110.0
428_test.mp4.jpeg,94.0
580_test.mp4.jpeg,78.0
2335_test.mp4.jpeg,141.0
368_test.mp4.jpeg,118.0
538_test.mp4.jpeg,85.0
2218_test.mp4.jpeg,140.0
1492_test.mp4.jpeg,104.0
2927_test.mp4.jpeg,134.0
418_test.mp4.jpeg,99.0
466_test.mp4.jpeg,99.0
816_test.mp4.jpeg,97.0
1266_test.mp4.jpeg,118.0
2845_test.mp4.jpeg,140.0
2641_test.mp4.jpeg,141.0
930_test.mp4.jpeg,103.0
2602_test.mp4.jpeg,140.0
2138_test.mp4.jpeg,143.0
259_test.mp4.jpeg,139.0
1048_test.mp4.jpeg,109.0
977_test.mp4.jpeg,104.0
2387_test.mp4.jpeg,142.0
553_test.mp4.jpeg,85.0
2717_test.mp4.jpeg,128.0
1422_test.mp4.jpeg,106.0
903_test.mp4.jpeg,99.0
2703_test.mp4.jpeg,139.0
89_test.mp4.jpeg,142.0
249_test.mp4.jpeg,143.0
1153_test.mp4.jpeg,111.0
2229_test.mp4.jpeg,142.0
1322_test.mp4.jpeg,100.0
1549_test.mp4.jpeg,110.0
3064_test.mp4.jpeg,60.0
1404_test.mp4.jpeg,103.0
2642_test.mp4.jpeg,140.0
62_test.mp4.jpeg,141.0
3081_test.mp4.jpeg,46.0
1393_test.mp4.jpeg,108.0
1071_test.mp4.jpeg,110.0
393_test.mp4.jpeg,119.0
2976_test.mp4.jpeg,124.0
1623_test.mp4.jpeg,102.0
1278_test.mp4.jpeg,117.0
1403_test.mp4.jpeg,103.0
2150_test.mp4.jpeg,135.0
2908_test.mp4.jpeg,140.0
1427_test.mp4.jpeg,106.0
369_test.mp4.jpeg,118.0
1478_test.mp4.jpeg,107.0
2665_test.mp4.jpeg,140.0
511_test.mp4.jpeg,75.0
330_test.mp4.jpeg,117.0
1118_test.mp4.jpeg,119.0
664_test.mp4.jpeg,94.0
1777_test.mp4.jpeg,106.0
2202_test.mp4.jpeg,137.0
2065_test.mp4.jpeg,110.0
2620_test.mp4.jpeg,142.0
2319_test.mp4.jpeg,143.0
998_test.mp4.jpeg,100.0
254_test.mp4.jpeg,143.0
2404_test.mp4.jpeg,141.0
732_test.mp4.jpeg,70.0
1413_test.mp4.jpeg,106.0
140_test.mp4.jpeg,142.0
1123_test.mp4.jpeg,115.0
236_test.mp4.jpeg,143.0
2690_test.mp4.jpeg,135.0
795_test.mp4.jpeg,60.0
404_test.mp4.jpeg,110.0
873_test.mp4.jpeg,108.0
1667_test.mp4.jpeg,103.0
612_test.mp4.jpeg,65.0
665_test.mp4.jpeg,93.0
1359_test.mp4.jpeg,96.0
2752_test.mp4.jpeg,132.0
2637_test.mp4.jpeg,140.0
1156_test.mp4.jpeg,111.0
1712_test.mp4.jpeg,106.0
2926_test.mp4.jpeg,135.0
648_test.mp4.jpeg,98.0
3074_test.mp4.jpeg,51.0
1768_test.mp4.jpeg,110.0
1217_test.mp4.jpeg,112.0
2084_test.mp4.jpeg,134.0
1625_test.mp4.jpeg,101.0
2943_test.mp4.jpeg,134.0
2189_test.mp4.jpeg,137.0
2062_test.mp4.jpeg,105.0
2442_test.mp4.jpeg,140.0
2344_test.mp4.jpeg,141.0
345_test.mp4.jpeg,118.0
2706_test.mp4.jpeg,134.0
1634_test.mp4.jpeg,99.0
1311_test.mp4.jpeg,109.0
1533_test.mp4.jpeg,100.0
284_test.mp4.jpeg,141.0
2421_test.mp4.jpeg,142.0
2298_test.mp4.jpeg,139.0
1431_test.mp4.jpeg,106.0
660_test.mp4.jpeg,96.0
2487_test.mp4.jpeg,142.0
1661_test.mp4.jpeg,107.0
29_test.mp4.jpeg,141.0
663_test.mp4.jpeg,94.0
1285_test.mp4.jpeg,119.0
1262_test.mp4.jpeg,115.0
1993_test.mp4.jpeg,89.0
200_test.mp4.jpeg,143.0
1417_test.mp4.jpeg,104.0
1394_test.mp4.jpeg,107.0
2591_test.mp4.jpeg,141.0
2061_test.mp4.jpeg,107.0
1545_test.mp4.jpeg,108.0
316_test.mp4.jpeg,117.0
488_test.mp4.jpeg,116.0
1474_test.mp4.jpeg,105.0
2579_test.mp4.jpeg,140.0
2556_test.mp4.jpeg,141.0
291_test.mp4.jpeg,122.0
3044_test.mp4.jpeg,79.0
885_test.mp4.jpeg,102.0
400_test.mp4.jpeg,114.0
176_test.mp4.jpeg,142.0
2003_test.mp4.jpeg,100.0
2034_test.mp4.jpeg,108.0
1282_test.mp4.jpeg,120.0
